"Year","Area","Street","Street.2"
2012,"Birmingham"," Marsh Lane, Erdington, B Ham",
2012,"Coventry","Mere Green Island Lichfield Rd",
2012,"Wolverhampton","Mill Avenue",
2012,"Birmingham","Mill St   High St",
2012,"Walsall","New St",
2012,"Walsall","New St Station",
2012,"Dudley","Newdigate Rd",
2012,"Walsall","Newhall Carpark",
2012,"Sandwell"," Newhall Walk, Sutton Coldfield",
2012,"Coventry"," Normanton Tower, Beechmount Drive, Erdington, Birmingham",
2012,"Birmingham","North Holt Rd",
2012,"Walsall","Northolt Drive",
2012,"Sandwell","O S H A",
2012,"Coventry","O S Hairy Lemon Ph",
2012,"Walsall"," O S Kings Arms Ph, Coleshill Rd",
2012,"Birmingham"," O S Kings Arms Ph, Coleshill Rd",
2012,"Solihull","O S Litten Tree",
2012,"Wolverhampton","O S Moo Moos South Parade",
2012,"Sandwell"," O S Moomoo Club, Sutton Town Centre",
2012,"Sandwell"," O S Moomoos Night Club, South Parade",
2012,"Walsall"," O S Moomoos, Lower Parade, Sutton Town Centre",
2012,"Sandwell","O S Station Ph",
2012,"Walsall"," O S Temple Bar, S C Town Centre",
2012,"Dudley","Orphanage Rd",
2012,"Coventry"," Outside Bagot Arms, Chester Rd, Pype Hayes",
2012,"Walsall"," Outside City View, Erdington",
2012,"Solihull"," Outside Hiry Lemon, Sutton Town Crntr",
2012,"Wolverhampton","Outside Home Address",
2012,"Sandwell","Outside Home Address",
2012,"Wolverhampton","Outside Home Address",
2012,"Dudley"," Outside Litten Tree, Birmingham Rd",
2012,"Birmingham"," Outside Moomoo S Bar, South Parade, Sutton Coldfield",
2012,"Coventry"," Outside Moomoo S Bar, South Parade, Sutton Coldfield ",
2012,"Birmingham"," Outside New St Station, Birmingham City Centre",
2012,"Walsall"," Outside Temple Bar, Lower Parade, Sutton Coldfield",
2012,"Solihull"," Outside The Swan Public House, High St, Erdington",
2012,"Wolverhampton"," Outside The Temple Bar, Sutton Coldfield Town Centre ",
2012,"Dudley","Parade Sutton",
2012,"Walsall","Parade Sutton Coldfield",
2012,"Wolverhampton","Parade Sutton Coldfield",
2012,"Sandwell","Parade Sutton Coldfield Town Centre",
2012,"Walsall"," Parade, Sutton Coldfield",
2012,"Coventry"," Rectory Rd, Sutton Coldfield",
2012,"Solihull","Reddicap Hill",
2012,"Birmingham"," Redwing Grove, Erdington, B Ham",
2012,"Coventry"," Redwing Grove, Erdington, B Ham",
2012,"Coventry"," Redwing Grove, Erdington, B Ham",
2012,"Wolverhampton"," Redwing Grove, Erdington, B Ham",
2012,"Walsall"," Redwing Grove, Erdington, B Ham",
2012,"Sandwell"," Redwing Grove, Erdington, B Ham",
2012,"Wolverhampton"," Redwing Grove, Erdington, B Ham",
2012,"Solihull","Reservoir Rd Erdington",
2012,"Sandwell","Reservoir Rd Erdington",
2012,"Wolverhampton","Reservoir Rd Erdington",
2012,"Sandwell","Reservoir Rd Erdington",
2012,"Wolverhampton","Reservoir Rd Erdington",
2012,"Coventry","Reservoir Rd",
2012,"Solihull"," Ridgeway, Erdington",
2012,"Wolverhampton","Sc Town Centre",
2012,"Solihull","Short Heath Rd",
2012,"Solihull","Slade Rd",
2012,"Coventry","Slade Rd",
2012,"Coventry"," Somerset Rd, Erdington",
2012,"Walsall","South Parade",
2012,"Birmingham","South Parade",
2012,"Dudley","South Parade",
2012,"Dudley","South Parade",
2012,"Birmingham","South Parade",
2012,"Coventry","South Parade",
2012,"Sandwell","South Parade       Sutton Coldfield Town Centre",
2012,"Wolverhampton","South Parade O S Moomoo",
2012,"Walsall","South Parade S C Town Centre",
2012,"Wolverhampton"," South Parade, Sutton Coldfield",
2012,"Birmingham"," South Parade, Sutton Coldfield",
2012,"Coventry"," South Parade, Sutton Coldfield",
2012,"Wolverhampton"," South Parade, Sutton Coldfield",
2012,"Dudley"," South Parade, Sutton Coldfield",
2012,"Dudley"," South Parade, Sutton Coldfield",
2012,"Sandwell"," South Parade, Sutton Coldfield",
2012,"Walsall"," South Parade, Sutton Coldfield",
2012,"Solihull"," South Parade, Sutton Coldfield, Birmingham",
2012,"Birmingham"," South Parades, Sutton Coldfield",
2012,"Coventry"," St Mary & St John Social Club, Gravelly Hill North",
2012,"Walsall","Sutton New Rd",
2012,"Sandwell"," Sutton New Rd, Erdington",
2012,"Solihull"," Sutton New Rd, Erdington",
2012,"Walsall"," Sutton New Rd, Erdington",
2012,"Solihull"," Sutton New Rd, Erdington",
2012,"Coventry"," Sutton New Rd, Erdington",
2012,"Coventry"," Sutton New Rd, Erdington",
2012,"Walsall","Sutton Town Centre",
2012,"Birmingham","Sutton Town Centre",
2012,"Birmingham","Sutton Town Centre",
2012,"Walsall","Sutton Town Centre",
2012,"Solihull","Sutton Town Centre",
2012,"Coventry","Sutton Town Centre",
2012,"Birmingham","Sutton Town Centre",
2012,"Walsall","Sutton Town Centre",
2012,"Sandwell","Sutton Town Centre",
2012,"Sandwell","Sutton Town Centre",
2012,"Sandwell","Sutton Town Centre",
2012,"Wolverhampton","Sutton Town Centre",
2012,"Wolverhampton","Sutton Town Centre Outside Moo Moo S",
2012,"Solihull"," Sycamore Rd, Erdingon",
2012,"Walsall"," Tamworth Rd, Sutton Coldfield",
2012,"Coventry"," Tangmere Drive, Castle Vale",
2012,"Sandwell"," The Gardens, Erdington",
2012,"Wolverhampton"," The Green House, Four Oaks, Birmingham",
2012,"Dudley"," The Green House, Four Oaks, Sutton Coldfield",
2012,"Sandwell","The Parade",
2012,"Coventry","The Parade",
2012,"Solihull","The Parade",
2012,"Walsall","The Parade S C",
2012,"Sandwell","The Parade Suttontown Centre",
2012,"Wolverhampton"," The Parade, Sutton Coldfield",
2012,"Sandwell"," The Parade, Sutton Coldfield",
2012,"Solihull"," The Parade, Sutton Coldfield",
2012,"Dudley"," The Parade, Sutton Coldfield",
2012,"Wolverhampton"," The Parade, Sutton Coldfield",
2012,"Solihull"," The Parade, Sutton Coldfield",
2012,"Sandwell"," The Parade, Sutton Coldfield",
2012,"Walsall"," The Parade, Sutton Coldfield",
2012,"Dudley"," The Parade, Sutton Coldfield ",
2012,"Walsall","The Wylde Green Public House",
2012,"Birmingham"," Turnhouse Rd, Castle Vale",
2012,"Solihull","Unknown",
2012,"Birmingham"," Victoria Rd, Sutton Coldfield",
2012,"Wolverhampton","Walmley Ash Rd",
2012,"Wolverhampton","Water Orton Lane",
2012,"Solihull"," William Hill, Wylde Green",
2012,"Solihull","Witton Lodge Rd",
2012,"Sandwell"," Woodacre Rd, Erdington",
2012,"Dudley"," Woodacre Rd, Erdington",
2012,"Sandwell"," Woodacre Rd, Erdington",
2012,"Dudley","Woodington Rd",
2012,"Walsall"," Wootton Grove, Kingstanding, Birmingham",
2012,"Coventry"," Yatesbury Avenue, Castle Vale",
2012,"Walsall","A38 Northfield",
2012,"Coventry","Abdon Ave",
2012,"Wolverhampton","Alcester Rd",
2012,"Wolverhampton","Alcester Rd South",
2012,"Walsall","Aldersmead Rd",
2012,"Solihull","Alwold Rd",
2012,"Wolverhampton","Belgrave Middleway",
2012,"Walsall","Black Horse Public House Carpark",
2012,"Dudley","Boleyn Rd",
2012,"Walsall","Bomerfield Rd",
2012,"Coventry"," Bond St, City Centre",
2012,"Coventry","Bournville Lane",
2012,"Coventry","Bournville Lane",
2012,"Walsall","Bournville Lane Front Office",
2012,"Coventry","Bournville Lane Police Station",
2012,"Coventry","Bournville P S ",
2012,"Coventry","Bournville Police Station",
2012,"Coventry","Braceby Avenue",
2012,"Solihull","Brandwood Park Rd",
2012,"Coventry"," Bristol Rd South, Northfield",
2012,"Dudley","Bristol Rd",
2012,"Coventry","Bristol Rd",
2012,"Sandwell","Bristol Rd",
2012,"Wolverhampton","Bristol Rd",
2012,"Dudley","Bristol Rd",
2012,"Wolverhampton","Bristol Rd",
2012,"Solihull","Bristol Rd",
2012,"Sandwell","Bristol Rd",
2012,"Birmingham","Bristol Rd",
2012,"Coventry","Bristol Rd Northfield",
2012,"Walsall","Bristol Rd Opposite Royal Orthopaedic",
2012,"Birmingham","Bristol Rd Selly Oak",
2012,"Sandwell","Bristol Rd Selly Oak",
2012,"Dudley","Bristol Rd Selly Oak",
2012,"Sandwell","Bristol Rd Selly Oak",
2012,"Walsall","Bristol Rd Selly Oak",
2012,"Dudley","Bristol Rd Selly Oak Near Gun Barrels Ph",
2012,"Birmingham","Bristol Rd South",
2012,"Sandwell","Bristol Rd South",
2012,"Wolverhampton"," Bristol Rd, Bournville",
2012,"Birmingham"," Bristol Rd, Selly Oak",
2012,"Sandwell","Brook Lane Billesley",
2012,"Sandwell","Brookfield Rd",
2012,"Coventry","Bunbury Rd",
2012,"Birmingham","Church Rd",
2012,"Coventry"," Church Rd, Edgbaston",
2012,"Coventry"," Church Rd, Moseley",
2012,"Wolverhampton","City Rd",
2012,"Solihull","Corn Mill Close Bartley Green",
2012,"Solihull","Cotteridge Island",
2012,"Wolverhampton","Devon Rd",
2012,"Walsall","Dogpool Lane",
2012,"Walsall"," Each Way Lane, Rubery",
2012,"Birmingham","Edgewood Rd",
2012,"Coventry","Edgwood Rd",
2012,"Sandwell"," Edward Rd, Balsall Heath",
2012,"Dudley","Fordhouse Lane",
2012,"Coventry","Fredrick Rd",
2012,"Sandwell"," Gillot Rd, Edgbaston",
2012,"Wolverhampton"," Gillott Rd, Edgbaston",
2012,"Solihull","Gorsley Piece",
2012,"Sandwell"," Great Park Public House, Rubery",
2012,"Solihull","Great Park Rubery",
2012,"Coventry","Grovelly  Lane",
2012,"Walsall","Hagley Rd",
2012,"Wolverhampton","Hagley Rd",
2012,"Walsall","Hagley Rd",
2012,"Coventry","Hagley Rd",
2012,"Wolverhampton","Hagley Rd",
2012,"Solihull"," Hagley Rd, Birmingham",
2012,"Coventry"," Hagley Rd, Edgbaston",
2012,"Sandwell"," Hagley Rd, Edgbaston",
2012,"Coventry"," Harborne Hall, Hotel, Harborne",
2012,"Sandwell","Harborne Park Rd",
2012,"Birmingham","Harbourne High St",
2012,"Wolverhampton","Haunch Lane",
2012,"Solihull","Hawkshurst Rd",
2012,"Sandwell"," Healey Rd, Selly Oak",
2012,"Birmingham"," Heather House, Kings Norton",
2012,"Walsall","Heaton Drive",
2012,"Walsall","Hgaley Rd",
2012,"Wolverhampton","High St Harborne",
2012,"Coventry","High St Harborne",
2012,"Sandwell","High St Harborne",
2012,"Solihull","High St Harborne",
2012,"Coventry","High St Harborne",
2012,"Wolverhampton","High St Harborne",
2012,"Wolverhampton","High St Harbourne",
2012,"Coventry","High St Hraborn",
2012,"Walsall"," High St, Haborne",
2012,"Dudley"," High St, Harbourne",
2012,"Wolverhampton","Hillwood Rd",
2012,"Wolverhampton","Hindhead Rd",
2012,"Coventry","Hisgh St Stourbridege",
2012,"Wolverhampton","Hollybank Rd",
2012,"Coventry","Holybank Rd",
2012,"Solihull","Houldy Rd",
2012,"Dudley","Hubert Croft",
2012,"Coventry","Hurst St",
2012,"Solihull","Jenners Lane",
2012,"Wolverhampton","Jowetts Lane",
2012,"Walsall","Katie Rd",
2012,"Wolverhampton","Kitwell Lane",
2012,"Coventry","Linden Rd",
2012,"Walsall","Linden Rd",
2012,"Wolverhampton","Lofthouse Crescent",
2012,"Dudley","Longbridge Lane",
2012,"Solihull","Lottie Rd Selly Oak",
2012,"Walsall"," Lynsey Avenue, Northfield",
2012,"Wolverhampton","Masshouse Ph",
2012,"Walsall","Maypole Grove",
2012,"Walsall"," Merritts Brook Lane, Northfield",
2012,"Birmingham"," Metchley Lane, Harborne",
2012,"Solihull","Metchley Park Rd",
2012,"Coventry","Miles Rd",
2012,"Coventry","Millbrook Drive Northfield",
2012,"Walsall","Milner Rd",
2012,"Birmingham","Moor St",
2012,"Wolverhampton","Moor St Railway Station",
2012,"Dudley"," Morrisons, Rubery",
2012,"Coventry"," Navigation Pub, Kings Norton",
2012,"Solihull","Newbury Lane",
2012,"Walsall","Norhtfield High St",
2012,"Solihull"," Northfield Rd, Northfield",
2012,"Sandwell"," Outside Goose Public House, Bristol Rd, Selly Oak",
2012,"Sandwell","Park Way Rubery",
2012,"Wolverhampton","Parkdale Drive",
2012,"Walsall","Payne St",
2012,"Walsall","Pershore Rd",
2012,"Walsall","Pershore Rd",
2012,"Birmingham","Pershore Rd",
2012,"Wolverhampton","Pershore Rd",
2012,"Wolverhampton","Pershore Rd Cotteridge",
2012,"Walsall","Pershore Rd South",
2012,"Solihull","Piddock Rd",
2012,"Wolverhampton","Piddock Rd Smethwick",
2012,"Walsall","Piddock Rd Smethwick",
2012,"Dudley","Piddock Rd Smethwick",
2012,"Walsall","Pineapple Rd",
2012,"Birmingham"," Premier Inn, Great Park",
2012,"Dudley","Priory Rd",
2012,"Birmingham","Q E A And E Metchley Park Rd",
2012,"Walsall","Qe Hospital",
2012,"Walsall","Queen Elizabeth Hospital",
2012,"Walsall","Queen Elizabeth Hospital",
2012,"Solihull","Quinton Rd",
2012,"Birmingham","Ridgeacre Rd",
2012,"Coventry","Ridgeacre Rd",
2012,"Walsall","Safernake Close",
2012,"Birmingham","Sandon Rd",
2012,"Wolverhampton"," Sandon Rd, Edgbaston",
2012,"Coventry","Selly Oak Railway Station",
2012,"Walsall","Selly Oak Railway Station",
2012,"Walsall","Shannon Rd",
2012,"Birmingham","Shenly Lane",
2012,"Walsall","Sir Herbert Austin Way",
2012,"Wolverhampton"," Smithy Hotel, Hagley Rd",
2012,"Coventry","Solihull High St",
2012,"Sandwell","St Mary S Hospice",
2012,"Wolverhampton","Stonehouse Lane",
2012,"Birmingham","Stonehouse Public House",
2012,"Dudley","Stratford Rd",
2012,"Walsall","The Fold",
2012,"Walsall"," The Navigation Public House, Kings Norton",
2012,"Sandwell","Tiverton Rd",
2012,"Wolverhampton","Trittiford Rd",
2012,"Walsall","University Birmingham",
2012,"Sandwell","Victoria Steet Small Heath",
2012,"Solihull","Wareham Rd",
2012,"Sandwell","Warwick Crest",
2012,"Coventry","Watford Rd Coteridge",
2012,"Wolverhampton","Wellington Rd",
2012,"Coventry","Wellington Rd",
2012,"Walsall","Wellington Rd",
2012,"Dudley","West Boulevard",
2012,"Coventry","West Cliff Place",
2012,"Dudley","White Horse Public House",
2012,"Walsall"," Willetts Rd, Turves Green",
2012,"Dudley","Woodthrop Rd",
2012,"Sandwell"," Worlds End Lane, Quinton",
2012,"Walsall","Wychal Lane",
2012,"Birmingham","Wychal Lane",
2012,"Coventry","Wychal Lane",
2012,"Walsall"," Wychall Rd, Kings Norton",
2012,"Wolverhampton","Ymca Stone Rd",
2012,"Birmingham","York Ph York Rd",
2012,"Walsall"," A38 Expressway, Birmingham",
2012,"Birmingham","Aberdeen St Winson Green",
2012,"Coventry","Adcadian Centre Ladywell Walk",
2012,"Wolverhampton","Alexander Avenue",
2012,"Walsall"," Alley  Way Off Arcadian Palace, Hurst St",
2012,"Birmingham","Applewood Grove Cradley Heath",
2012,"Coventry"," Arca Bar, City Centre",
2012,"Birmingham","Arcadian",
2012,"Wolverhampton","Arcadian",
2012,"Dudley","Arcadian",
2012,"Wolverhampton","Arcadian",
2012,"Walsall","Arcadian",
2012,"Sandwell","Arcadian",
2012,"Walsall","Arcadian",
2012,"Wolverhampton","Arcadian Centre",
2012,"Sandwell","Arcadian Centre",
2012,"Wolverhampton","Arcadian Centre",
2012,"Wolverhampton","Arcadian Centre",
2012,"Birmingham","Arcadian Centre",
2012,"Birmingham","Arcadian Centre",
2012,"Coventry","Arcadian Centre",
2012,"Coventry","Arcadian Centre",
2012,"Coventry","Arcadian Centre",
2012,"Walsall","Arcadian Centre",
2012,"Sandwell","Arcadian Centre Ladywell Walk",
2012,"Walsall"," Arcadian Centre, Birmingham",
2012,"Coventry"," Arcadian Centre, City Centre",
2012,"Coventry"," Arcadian Centre, City Centre, Birmingham",
2012,"Coventry"," Arcadian Centre,City Centre",
2012,"Sandwell","Arcadian City Centre",
2012,"Sandwell"," Arcadian,",
2012,"Dudley"," Arcadian, Birmingham",
2012,"Birmingham"," Arcadian, Birmingham",
2012,"Dudley"," Arcadian, City Centre",
2012,"Birmingham"," Arcadian, City Centre",
2012,"Coventry"," Arcadian, City Centre",
2012,"Coventry","Arcadian ",
2012,"Walsall","Arcadian ",
2012,"Wolverhampton","Arcadian ",
2012,"Coventry","Arcadian ",
2012,"Birmingham","Arcadian ",
2012,"Birmingham"," Arka Bar, Arcadian Bar",
2012,"Coventry"," Aston Hotel, Witton Lane",
2012,"Walsall","Aston Police Station",
2012,"Wolverhampton"," Aston St, City Centre",
2012,"Walsall"," Bacchus Rd, Winson Green",
2012,"Wolverhampton"," Bar Risa, Broad St, Birmingham",
2012,"Birmingham","Bennetts Hill",
2012,"Wolverhampton"," Berkeley St, Birmingham",
2012,"Birmingham"," Berkeley St, Birmingham City Centre",
2012,"Sandwell"," Berkley  St, Birmingham",
2012,"Walsall","Bham Central Front Office",
2012,"Solihull"," Bierton Rd, Yardley",
2012,"Sandwell","Birchfield Lane Oldbury",
2012,"Dudley"," Birkley Rd, City Centre",
2012,"Coventry"," Birkley St, City Centre",
2012,"Solihull","Birmingham Central Police Station",
2012,"Walsall","Birmingham Central Ps",
2012,"Walsall","Birmingham Central Ps",
2012,"Sandwell","Birmingham Hippodrome ",
2012,"Coventry","Birmingham Magistrates Court",
2012,"Sandwell","Birmingham New St Station",
2012,"Birmingham","Birmingham New St Station",
2012,"Coventry","Birmingham New St Station",
2012,"Solihull","Bishopgate St",
2012,"Solihull","Bishopgate St",
2012,"Solihull","Bishopgate St",
2012,"Solihull"," Bliss, Broad St",
2012,"Solihull","Borad St",
2012,"Solihull","Borad St",
2012,"Walsall","Bordesley Park Rd",
2012,"Wolverhampton","Bp Waterlane Middleway",
2012,"Birmingham","Bp Waterlane Middleway",
2012,"Coventry","Bp Waterlane Middleway",
2012,"Coventry"," Braod St, Birmingham",
2012,"Solihull"," Braod St, City Centre",
2012,"Birmingham"," Brass House, Broad St",
2012,"Birmingham","Bridge St Junction Broad St",
2012,"Wolverhampton","Bristol Rd",
2012,"Wolverhampton","Bristol St",
2012,"Solihull"," Bristol St, City Centre",
2012,"Coventry","Broad  St",
2012,"Sandwell"," Broad City, Birmingham",
2012,"Sandwell","Broad St",
2012,"Walsall","Broad St",
2012,"Coventry","Broad St",
2012,"Coventry","Broad St",
2012,"Walsall","Broad St",
2012,"Coventry","Broad St",
2012,"Sandwell","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Birmingham","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Sandwell","Broad St",
2012,"Dudley","Broad St",
2012,"Coventry","Broad St",
2012,"Walsall","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Coventry","Broad St",
2012,"Walsall","Broad St",
2012,"Walsall","Broad St",
2012,"Solihull","Broad St",
2012,"Sandwell","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Sandwell","Broad St",
2012,"Birmingham","Broad St",
2012,"Dudley","Broad St",
2012,"Coventry","Broad St",
2012,"Birmingham","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Solihull","Broad St",
2012,"Sandwell","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Coventry","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Solihull","Broad St",
2012,"Coventry","Broad St Bham",
2012,"Sandwell","Broad St Birmingham",
2012,"Birmingham","Broad St City Centre",
2012,"Dudley","Broad St City Centre",
2012,"Sandwell"," Broad St, Birmingham",
2012,"Walsall"," Broad St, Birmingham",
2012,"Coventry"," Broad St, Birmingham",
2012,"Coventry"," Broad St, Birmingham",
2012,"Solihull"," Broad St, Birmingham",
2012,"Dudley"," Broad St, Birmingham",
2012,"Solihull"," Broad St, Birmingham",
2012,"Wolverhampton"," Broad St, Birmingham",
2012,"Birmingham"," Broad St, Birmingham",
2012,"Sandwell"," Broad St, Birmingham",
2012,"Solihull"," Broad St, Birmingham",
2012,"Sandwell"," Broad St, Birmingham",
2012,"Walsall"," Broad St, Birmingham",
2012,"Birmingham"," Broad St, Birmingham",
2012,"Wolverhampton"," Broad St, City Centre",
2012,"Walsall"," Broad St, City Centre",
2012,"Wolverhampton","Broad St",
2012,"Dudley","Broad St",
2012,"Coventry","Broad St",
2012,"Dudley","Broad St",
2012,"Walsall","Broad St",
2012,"Coventry","Broad St",
2012,"Walsall","Broad St",
2012,"Coventry","Broad St",
2012,"Coventry","Broad St",
2012,"Coventry","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Sandwell","Broad St",
2012,"Birmingham","Broad St",
2012,"Dudley","Broad St",
2012,"Solihull","Broad St",
2012,"Walsall","Broad St",
2012,"Dudley","Broad St",
2012,"Coventry","Broad St",
2012,"Walsall","Broad St",
2012,"Dudley","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Walsall","Broad St",
2012,"Birmingham","Broad St",
2012,"Walsall","Broad St",
2012,"Coventry","Broad St",
2012,"Birmingham","Broad St",
2012,"Coventry","Broad St",
2012,"Sandwell","Broad St",
2012,"Coventry","Broad St",
2012,"Birmingham","Broad St",
2012,"Dudley","Broad St",
2012,"Coventry","Broad St",
2012,"Birmingham","Broad St",
2012,"Walsall","Broad St",
2012,"Birmingham","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Walsall","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Sandwell","Broad St",
2012,"Sandwell","Broad St",
2012,"Sandwell","Broad St",
2012,"Walsall","Broad St",
2012,"Sandwell","Broad St",
2012,"Walsall","Broad St",
2012,"Dudley","Broad St",
2012,"Coventry","Broad St",
